id,title,author,category,vendor_id,filename,summary,pixi,pre,pre2,pre3,veer,touchpad,touchpad_exclusive,luneos,adult,app_icon,app_icon_big
9398,"Bazinga! Button",TheoryThought,Entertainment,84821,com.davidvogt.bazinga_1.0.0_all.ipk,"BAZINGA! We've all had the perfect moment to say it. With this app, you don't even need to open your mouth after making it clear that you've just pulled one of your classic pranks. This beautiful butt",Yes,Yes,Yes,No,Yes,Yes,No,No,No,9398/icon/S/icon_1_0_0.png,9398/icon/icon_1_0_0.png
10326,"Bazinga! HD",TheoryThought,Entertainment,84821,com.davidvogt.bazingahd_1.0.0_all.ipk,"BAZINGA! We've all felt the urge to say it at just the right moment. With the ""Bazinga! HD"" app designed specifically for your HP TouchPad, all you have to do is press the beautiful large button to he",No,No,No,No,No,Yes,Yes,No,No,10326/icon/S/icon_1_0_0.png,10326/icon/icon_1_0_0.png
10284,BCompass,"Blue Star Software",Navigation,9398,de.bluestarsoftware.bcompass_1.0.0_all.ipk,"The first real working compass on webOS. Have fun!",No,No,No,No,No,Yes,Yes,No,No,10284/icon/S/icon_1_0_0.png,10284/icon/icon_1_0_0.png
4424,"Be A Man 1.0","Modern Love, LLC",Lifestyle,87193,com.bubbasoft.beaman10_1.0.3_all.ipk,"This is a re-release of the original 'Be A Man' application. Designed for the student in the art of meeting women it catches you where the other sources of material leave you off... what exactly do yo",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4424/icon/S/icon_48.PNG,4424/icon/icon_48.PNG
1258,"Be A Man 2.0","Modern Love, LLC",Lifestyle,87193,com.bubbasoft.beaman_2.0.3_all.ipk,"Who loves you baby!  2.0 features fully CUSTOMIZABLE ITEMS!!  
After registering from your phone, go to my website at ""www.flirtlikeapro.com"" and login on the ""Be A Man"" side. 
From there you check of",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1258/icon/S/icon_48.PNG,1258/icon/icon_48.PNG
4931,Beach,"Badri Bros",Entertainment,73233,com.badribros.beach_1.0.0_all.ipk,"*Available in: English, French, German, & Spanish*

Sitting down somewhere? Tired? Stressed? Or just want something for your kids to look at? Well now you can have an amazing beach in the palm of your",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4931/icon/S/icon_1_0_0.png,4931/icon/icon_1_0_0.png
6632,BeamOut,"Under Clouds Games",Games,19662,com.underclouds.app.beamout_1.0.6_all.ipk,"A crew of friendly aliens got attacked while exploring an unknown planet, and they need help getting out, hopefully with some precious cargo. BeamOut takes the best from block breaker and tilt arcade",No,Yes,Yes,Yes,No,No,No,No,No,6632/icon/S/icon_1_0_0.png,6632/icon/icon_1_0_6.png
4457,"Beantown Sports News","13 App Design",Sports,49403,com.13appdesign.beantown_1.1.3_all.ipk,"Must have app for any Boston sports fan. Up to the minute Boston sports news, from multiple sources, displayed through a single feed. Enjoy.

**After a couple of initial missteps, a new version of Bea",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4457/icon/S/icon_1_1_3.png,4457/icon/icon_1_1_3.png
9188,"Beat the Traffic Plus","Triangle Software LLC",Navigation,137313,com.beatthetraffic.beatthetraffic.plus_1.0.3_all.ipk,"Enjoy the 100% ad-free version of Beat the Traffic!

Beat the Traffic® is the easiest way to enjoy a hassle-free commute in the USA and Canada.

Quickly check the latest road traffic conditions in you",No,No,No,No,No,Yes,Yes,No,No,9188/icon/S/icon_1_0_3.png,9188/icon/icon_1_0_3.png
6470,"Beautiful and Sexy Girls Plus","Digi Olive",Photography,121874,com.digiolive.beautifulandsexy_2.5.0_all.ipk,"A Gallery of Beautiful Girls with many categories such as cheerleaders. High quality content with 960x480 resolution pictures. More updates coming soon. Whats New: (More content, refresh of content, p",Yes,Yes,No,No,Yes,Yes,No,No,No,6470/icon/S/icon_2_5_0.png,6470/icon/icon_2_5_0.png
3710,"Beauty and the Beast",AppBookShop,Books,103555,com.appbookshop.beautyandthebeast_1.0.0_all.ipk,"Written in 1756 by Madame Leprince de Beaumont, Beauty and the Beast is a traditional fairy tale that was derived from many variations but today remains the most popular version. The premise of this s",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3710/icon/S/icon48.png,3710/icon/icon48.png
1000492,"Beavers Strike Back HD","Starwind Games",Games,111367,com.starwind-games.beaversstrikebackhd_1.2.0_all.ipk,"The time has passed since the last war against the Beavers. The Frogs have been living peacefully in their swamp ... but Beavers want revenge! They will strike back and you should help them this time.",No,No,No,No,No,Yes,Yes,No,No,1000492/icon/S/icon_1_2_0.png,1000492/icon/icon_1_2_0.png
6552,"Beavis and Butthead Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.beavisandbuttheadsoundboard_1.1.3_all.ipk,"Includes 17 hilarious quotes from Beavis and Butthead.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6552/icon/S/icon_1_1_3.png,6552/icon/icon_1_1_3.png
4556,"Become a Karaoke Superstar",AppBookShop.com,Books,103555,com.appbookshop.epub.becomeakaraokesuperstar_1.0.0_all.ipk,"The book “Become a Karaoke Superstar” is going to give you all the information you need to start singing karaoke or to improve your current karaoke skills.  You find out how to choose the right song f",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4556/icon/S/palm-48x48.png,4556/icon/palm-48x48.png
4664,"Become a Pool Shark",AppBookShop.com,Books,103555,com.appbookshop.epub.becomingapoolshark_1.0.0_all.ipk,"The game of pool or its refined peer billiards has always held the fascination of many and it is not surprising to find that countless individuals are always in pursuit of honing their skills in its g",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4664/icon/S/icon_1_0_0.png,4664/icon/icon_1_0_0.png
4656,"Becoming Friends With Your Ex",AppBookShop.com,Books,103555,com.appbookshop.epub.becomingfriendswithyourex_1.0.0_all.ipk,"Have you been in a relationship that broke up some time ago and now your ex wants to be friends with you?  Don’t be alarmed as this happens to many people.  The key is knowing how to become friends wi",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4656/icon/S/icon_1_0_0.png,4656/icon/icon_1_0_0.png
8211,"Bed & Breakfast","Open Merchant Account Ltd.",Travel,92721,com.openmerchantaccount.bedandbreakfast_1.0.1_all.ipk,"Find nearby B&B's using geolocation and this app. Phone numbers provided for each Bed and Breakfast, along with a link to book a nearby hotel via HotelsCombined",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8211/icon/S/icon_1_0_1.png,8211/icon/icon_1_0_1.png
5591,"Bee Invaders","DS Effects",Games,38402,com.dseffects.beeinvaders_1.0.0_all.ipk,"In this game you control a bear to destroy a team of bee invaders. The invaders will shoot you back in return and will approach closer and closer.",No,Yes,Yes,Yes,No,Yes,No,No,No,5591/icon/S/icon_1_0_0.png,5591/icon/icon_1_0_0.png
4105,"Beep Test Endurance","James Almand","Health & Fitness",30874,com.palmdts.beeptestendurance_1.1.0_all.ipk,"Beep Test Endurance is an endurance running test based on the U.K. version and contains no rest period between shuttles. Beep tests are very popular with athletes playing field sports and anyone else",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4105/icon/S/icon.png,4105/icon/icon.png
2844,"Beer Knurd - Flying Saucer UFO Club",Sinime,Lifestyle,98495,com.sinime.beerknurd_1.1.5_all.ipk,"This is it, the unofficial, Flying Saucer, Beer Knurd app. This wonderful app (for BeerKnurd members only) assists you in your quest to 200 beers by keeping track of beers you are drinking, have taste",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2844/icon/S/icon_1_1_5.png,2844/icon/icon_1_1_5.png
954,"Beer Me! mobile","Beer Me!",Lifestyle,4987,com.beerme.beerme_1.0.4_all.ipk,"Beer Me! mobile: The most complete source of brewery information worldwide is now available on your mobile device. Find nearby breweries. Look up information on beers. See the ratings from beerme.com",Yes,Yes,Yes,Yes,Yes,No,No,No,No,954/icon/S/icon_1_0_4.png,954/icon/icon_1_0_4.png
6551,"Beerfest Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.beerfestsoundboard_1.1.3_all.ipk,"Includes 20 quotes from the movie Beerfest.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6551/icon/S/icon_1_1_3.png,6551/icon/icon_1_1_3.png
391,"Beerology 101","Killin' It LLC",Lifestyle,18831,com.asc.rc.beer101_2.0.0_all.ipk,"Beerology 101 Updated to Version 2.0 | Beerology 101 - WebOS App and Community for the Beer Enthusiast | Beerology has become the best beer resource for WebOS. | Featuring hundreds of beers with new b",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,391/icon/S/icon48.png,391/icon/icon48.png
1000086,"Beers by Alcohol","Canny Technologies (Hyderabad)",Lifestyle,116252,com.cannytechnologies.beeralcohol_1.0.0_all.ipk,"This App helps you to find the alcohol content of beer to help you and your friends drink responsibly.You can find all beers by selecting alcohol percentage range. This App also contains information o",Yes,Yes,Yes,Yes,Yes,No,No,No,No,1000086/icon/S/icon_1_0_0.png,1000086/icon/icon_1_0_0.png
3549,"Before The Secret",AppBookShop,Books,103555,com.appbookshop.beforethesecret_1.0.0_all.ipk,"Whether it's your personal life or your financial life, nobody gets it right all the time. One thing that is clear however is that the right attitude can be the difference between a successful learnin",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3549/icon/S/icon48.png,3549/icon/icon48.png
6679,"Before You Get Your Tattoo",AppBookShop,Books,103555,com.appbookshop.epub.beforeyougetyourtattoo_1.0.0_all.ipk,"The process of tattooing involves needles that move at very fast speeds to penetrate the outer layers of the skin.  The needles break the skin, and inject dots of ink into the third layer, creating th",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6679/icon/S/icon_1_0_0.png,6679/icon/icon_1_0_0.png
6928,"Beijing City Guide",NanoNino,Travel,89922,com.nanonino.beijingcityguide_1.0.0_all.ipk,"Find information about the City Guide of Beijing. You can find Beijing Airports, Hospitals, Hotels, Museums, Schools, Restauraunts, Parks, Railway Stations, Universities,Maps and Tourist Spots.Once in",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6928/icon/S/icon_1_0_0.png,6928/icon/icon_1_0_0.png
6427,"Beijing Metro",NanoNino,Travel,89922,com.nanonino.beijingmetro_1.0.0_all.ipk,"Find information about the Metro Railway system in Beijing You can find Beijing Metro map, Lines and Stations with ease. Once installed this App can provide you useful information stored locally on yo",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6427/icon/S/icon_1_0_0.png,6427/icon/icon_1_0_0.png
4672,"Being a Christian Teenager",AppBookShop.com,Books,103555,com.appbookshop.epub.beingachristianteenager_1.0.0_all.ipk,"Christian teens are living in one of the most difficult eras ever.  There seems to be more temptations and distractions around than ever before, thanks to things like the Internet, cell phones, drugs,",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4672/icon/S/icon_1_0_0.png,4672/icon/icon_1_0_0.png
4558,"Being a Pro Shopper",AppBookShop.com,Books,103555,com.appbookshop.epub.beingaproshopper_1.0.0_all.ipk,"For many people shopping isn’t just an activity, it’s a way of life.  They spend huge amounts of time in the mall hunting for a great deal on the perfect piece of clothing or best item of technology.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4558/icon/S/palm-48x48.png,4558/icon/palm-48x48.png
558,"Belch N Burp for WebOS","CTL Advance CSAT",Entertainment,n22,com.ctladvance.belchburp_1.0.01_all.ipk,"Note: Make Sure your music volume is set to 100% and your phone is not on vibrate.  Belch N Burp for webOS is the premier belch app for WebOS. Belch N Burp includes 21 real belch/burp recordings. Pick and play any of them from our master list or play a joke on somebody by setting the timer.  Need a random burp, hit the random button. You can also select the raunch button in the lower right to get one nasty wave of sound. This app is based on our original HomeBrew application GassPasser (PreBrewFarts) which has seen over",Yes,Yes,Yes,Yes,Yes,No,No,No,No,558/icon/S/icon.png,558/icon/icon.png
6048,"Belcher Box Burp SoundBoard",Kuhlmanation,Entertainment,113264,com.kuhlmanation.belcherbox1_1.0.1_all.ipk,"This app is a burping soundboard that will have you laughing on any occasion. Break the awkward silence with the ""Deep Soda"" or spice up a date with a ""Earl Jones."" These aptly named burps are on demand and hilarious. Give it a try. There is no fart machine or any other bodily sound that can out-funny this little board.",No,Yes,Yes,Yes,No,Yes,No,No,No,6048/icon/S/icon_1_0_1.png,6048/icon/icon_1_0_1.png
3555,"Believe it and You Will Achieve it",AppBookShop,Books,103555,com.appbookshop.believeit_1.0.0_all.ipk,"People often say that attitude is everything, and you know what, they're right! It doesn't matter how hard you try sometimes, if you think that you are going to fail, chance are, you will. Fortunately",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3555/icon/S/icon48.png,3555/icon/icon48.png
2941,"Bell Mobility Self serve","Bell Mobility",Productivity,n60,com.bell.bellapp_1.0.7_all.ipk,"Access & manage your account.  Browse the Internet.  Account info. You can manage your wireless service by selecting “Account info” and following the links provided. As a monthly rate plan client, you can:  1) Check your account balance and bill date.  2) Check recent payment information.  3) View your rate plan, features and promotions.  4) Check your voice & data usage, up to the last 2 hours.  5) Make a one-time credit card payment.  6) Add a feature.  7) View our latest offers, products, services & FAQs.   As a",Yes,Yes,Yes,Yes,Yes,No,No,No,No,2941/icon/S/48x48_selfserve.png,2941/icon/48x48_selfserve.png
6641,"Ben Stiller Soundboard","Soundboard Masters",Entertainment,n80,com.soundboardmasters.benstillersoundboard_1.1.3_all.ipk,"Includes 16 different hilarious phrases said by Ben Stiller, pulled from various movies he has starred in.",Yes,Yes,Yes,Yes,Yes,No,No,No,No,6641/icon/S/icon_1_1_3.png,6641/icon/icon_1_1_3.png
7241,"Ben-Hur: A Tale of the Christ - Audiobook","Appible LLC",Books,n41,com.appible.benhurataleofthechristaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Ben-Hur is a story of two very different heroes. Judah Ben-Hur, a prince of Jerusalem, is involved in an accident to the Roman procurator which is taken to be intentional. He is seized and sent to the fleet as a galley-slave, while his family is imprisoned and the family goods confiscated. When Ben-Hur saves the fleet captain",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7241/icon/S/icon1_0_0.png,7241/icon/icon1_0_0.png
7153,"Ben-Hur: A Tale of the Christ - Plus","Appible LLC",Books,n41,com.appible.benhurataleofthechristaudiotext_1.0.0_all.ipk,"This Plus version of Ben-Hur: A Tale of the Christ includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Ben-Hur is a story of two very different heroes. Judah Ben-Hur, a prince of Jerusalem, is involved in an accident to the Roman procurator which is taken to be intentional. He is seized",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7153/icon/S/icon1_0_0.png,7153/icon/icon1_0_0.png
3960,"Benjamin Franklin Quotes","Brighthouse Labs",Books,65014,com.brighthouselabs.benjaminfranklinquotes_1.2.0_all.ipk,"Get all your favourite Benjamin Franklin quotes in this one handy app! With a huge number of quotes, you will always be able to enjoy new sayings and messages while you're on the go! Benjamin Franklin",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3960/icon/S/benjaminfranklin48.png,3960/icon/benjaminfranklin48.png
1206,"Benny The Boulder",MOBENT,Entertainment,12231,www.mobent.us.bennytheboulder_1.0.2_all.ipk,"Meet Benny The Boulder,  Benny The Boulder is a interactive pet rock for the Palm Pre. Benny is no ordinary rock though. You can play with Benny and he will respond. Benny has a wide range of emotions",No,Yes,Yes,Yes,No,Yes,No,No,No,1206/icon/S/48x48.png,1206/icon/48x48.png
1000031,"Berenstain Bears and the Gift of Courage","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbgiftofcourage_1.0.0_all.ipk,"""Act with courage, and may the Lord be with those who do well."" —2 Chronicles 19:11

In ""The Berenstain Bears and the Gift of Courage,"" the Bear cubs wonder if they can be as brave as David when he fo",No,No,No,No,No,Yes,Yes,No,No,1000031/icon/S/icon_1_0_0.png,1000031/icon/icon_1_0_0.png
1000039,"Berenstain Bears Discover God's Creation","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbdiscovergodscreations_1.0.0_all.ipk,"In ""The Berenstain Bears Discover God's Creation,"" Mama Bear decides to pull the plug on the families television and the Bear cubs are upset! What are the Bear cubs going to do now? 

All it takes is",No,No,No,No,No,Yes,Yes,No,No,1000039/icon/S/icon_1_0_0.png,1000039/icon/icon_1_0_0.png
1000042,"Berenstain Bears Love Their Neighbors","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbblovetheirneighbors_1.0.0_all.ipk,"★ Will educate and entertain kids and inspire and delight their parents - Geekasms 
★ Interactive in a way that enhances early reading skills - Digital Storytime 

""Love your neighbor as yourself.""
""A",No,No,No,No,No,Yes,Yes,No,No,1000042/icon/S/icon_1_0_0.png,1000042/icon/icon_1_0_0.png
6933,"Berlin City Guide",NanoNino,Travel,89922,com.nanonino.berlincityguide_1.0.0_all.ipk,"Find information about the City Guide of Berlin. You can find Berlin Airports, Hospitals, Hotels, Museums, Schools, Restauraunts, Parks, Railway Stations, Universities,Maps and Tourist Spots.Once inst",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6933/icon/S/icon_1_0_0.png,6933/icon/icon_1_0_0.png
6449,"Berlin Metro",NanoNino,Travel,89922,com.nanonino.berlinmetro_1.0.1_all.ipk,"Find information about the Metro Railway system in Berlin. You can find Berlin Metro map, Lines and Stations with ease. Once installed this App can provide you useful information stored locally on you",Yes,Yes,No,No,Yes,Yes,No,No,No,6449/icon/S/icon_1_0_1.png,6449/icon/icon_1_0_1.png
9527,"Bert and Ernie: Ahoy, Pirates!","Sesame Street",Books,n132,com.scrollmotion.bertanderniepirates_1.0.3_all.ipk,"Buckle up and fly away with Bert and Ernie’s Great Adventures! This remarkable clay animated Sesame Street series has been specially adapted as e-books for your HP TouchPad, brought to you by ScrollMotion Kids.  Read along as Bert and Ernie imagine their way to faraway lands and find their way home again to 123 Sesame Street.  

***

  Ahoy! Best mateys Bert and Ernie arrr adventuring pirates, searching for Uncle Arrrnold’s buried treasure. Will they outwit a meddling monkey, decode a secret map, and uncover the buried treasure before the storm strikes? Come along and find out! 
  
Narrated by Gordon from Sesame Street.

   **Features**

  • Full",No,No,No,No,No,Yes,Yes,No,No,9527/icon/S/icon_1_0_3.png,9527/icon/icon_1_0_3.png
9525,"Bert and Ernie: Dinosaur Days","Sesame Street",Books,n132,com.scrollmotion.bertanderniestoneage_1.0.1_all.ipk,"Buckle up and fly away with Bert and Ernie’s Great Adventures! This remarkable clay animated Sesame Street series has been specially adapted as e-books for your HP TouchPad, brought to you by ScrollMotion Kids.  Read along as Bert and Ernie imagine their way to faraway lands and find their way home again to 123 Sesame Street.  ***  Ogg, bog, boog! Caveman Bert and Caveman Ernie are searching for food!
There are no restaurants in prehistoric times, and the tasty egg they find belongs to an angry Mama Dinosaur! Will Caveman Bert and Caveman Ernie escape back to 123 Sesame Street? Come along and find",No,No,No,No,No,Yes,Yes,No,No,9525/icon/S/icon_1_0_1.png,9525/icon/icon_1_0_1.png
9526,"Bert and Ernie: What's Cooking?","Sesame Street",Books,n132,com.scrollmotion.bertanderniecooking_1.0.4_all.ipk,"Buckle up and fly away with Bert and Ernie's Great Adventures! This remarkable clay animated Sesame Street series has been specially adapted as e-books for your HP TouchPad, brought to you by ScrollMotion Kids.

Read along as Bert and Ernie imagine their way to faraway lands and find their way home again to 123 Sesame Street.

***

Hold on to your baker hats! Bert and Ernie are the head bakers in a faraway bakery! Their first customer orders a Giant Chocolate Surprise, but they don't know how to bake it! Can Baker Bert and Baker Ernie bake anything besides a big mess? Come",No,No,No,No,No,Yes,Yes,No,No,9526/icon/S/icon_1_0_4.png,9526/icon/icon_1_0_4.png
2289,"Best of Savvy Girls","On The Go Girls, LLC",Entertainment,91866,com.onthegogirls.bestofsavvygirls_2.0.0_all.ipk,"We have taken the BEST of the Savvy Girls collection and put them into one app for you!

FEATURES 
• HD SEXY– Gorgeous, beautiful, sexy, hand-picked girls in amazing HD quality.
• SLIDESHOW – Hands-fr",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2289/icon/S/icon_2_0_0.png,2289/icon/icon_2_0_0.png
10179,"Best Shopping List",juraflorin,Lifestyle,125165,com.juraflorin.shoppinglist_1.1.1_all.ipk,"The most simple and easy to use shopping list.
Just swipe an item to remove or mark it as brought 

You'll love it :)",No,No,No,No,No,Yes,Yes,No,No,10179/icon/S/icon_1_1_1.png,10179/icon/icon_1_1_1.png
724,Beto,Dijit,Music,55956,com.dijit.beto_2.0.2_all.ipk,"This application features the solo Latin artist Beto y Su Navegacion Norteña. His first mainstream album La Siembra En El Cerro, which features his hit song Los Chingadasos, is available in its entir",Yes,Yes,Yes,Yes,Yes,No,No,No,No,724/icon/S/small_icon.png,724/icon/small_icon.png
560,"Better Solitaire","Jason Giovannelli",Games,19191,com.jasongiovannelli.solitaire_1.4.0_all.ipk,"A nice looking touch screen Solitaire game with different game modes,
card designs, high score board, and an auto-complete system.  New play mode optimized for touch screens!",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,560/icon/S/icon_1_4_0.png,560/icon/icon_1_4_0.png
5530,"Beware of the Bad Seeds","realtech VR",Games,111732,com.realtechvr.app.badseeds_1.2.0_all.ipk,"It’s up to you to protect the magical garden and save the daisy in distress. The never ending waves of naughty, carnivorous plants threaten the life of daisies everywhere in this mystical world! Take",No,Yes,Yes,No,Yes,Yes,No,No,No,5530/icon/S/icon_1_2_0.png,5530/icon/icon_1_2_0.png
1224,BiBahn,omoco,Travel,6031,de.omoco.bibahn_1.1.0_all.ipk,"Dieses Programm hilft dir in der Stadt Bielefeld die Abfahrtszeiten der U-Bahn herauszufinden. Es findet deine aktuelle Position und wählt die am nächsten gelegene Station als Abfahrtsstation. Das Ziel kann abhängig von der Uhrzeit voreingestellt werden. So wird vor mittags z.B. der Arbeitsort und abends dann das zu Hause voreingestellt. Natürlich können auch die Abfahrtszeiten von beliebigen Verbindungen ausgesucht werden. Dieses Programm macht es möglich sofort festzustellen, wann die nächste Bahn fährt. Dieses Programm funktioniert zur Zeit leider nur in Bielefeld. Weitere Städte kommen evtl. nach. UPDATE: Jetzt mit Detailinformationen für die Verbindung und kompletten offline Netzplan.",Yes,Yes,Yes,Yes,Yes,No,No,No,No,1224/icon/S/icon.png,1224/icon/icon.png
889,"Bible &#xeade;r ASV","webOZ Mobile Apps",Books,42627,com.webozapps.biblereader-asv_1.5.0_all.ipk,"Carry the entire American Standard Version (ASV) Bible complete with both the Old & New Testaments on your phone!
- Easily navigate to any book, chapter and verse.
- Highlight your favorite passages and save your own notes inline with each verse.
- Create bookmarks to quickly navigate to your favorite reading.
- All bookmarks, notes and preferences can be backed up online.
- Automatically saves where you last read. Search for keywords and quickly jump to results.
- Read without interruption with variable speed Auto-Scroll.
- Choose the font size that is most comfortable for you.
- Words of Christ can be highlighted red for easy recognition.
-",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,889/icon/S/icon_1_5_0.png,889/icon/icon_1_5_0.png
490,"Bible &#xeade;r KJV","webOZ Mobile Apps",Books,42627,com.webozapps.biblereader-kjv_1.5.0_all.ipk,"Carry the entire King James Bible complete with both the Old & New Testaments on your phone!

- Easily navigate to any book, chapter and verse.
- Highlight your favorite passages and save your own notes inline with each verse.
- Create bookmarks to quickly navigate to your favorite reading.
- All bookmarks, notes and preferences can be backed up online.
- Automatically saves where you last read. Search for keywords and quickly jump to results.
- Read without interruption with variable speed Auto-Scroll.
- Choose the font size that is most comfortable for you.
- Words of Christ can be highlighted red for easy recognition.
- Copy selected",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,490/icon/S/icon_1_5_0.png,490/icon/icon_1_5_0.png
258,"Bible &#xeade;r Lite","webOZ Mobile Apps",Books,42627,com.webozapps.biblereaderlite_1.2.0_all.ipk,"Take the Bible wherever you go. Bible Reader Lite contains the entire King James Version of the Old & New Testaments. Easily navigate to any chapter/verse. Search for keywords.  Full version available separately includes searching, bookmarks, verse highlighting and notes, email selections, auto-scrolling, study history, and more.  Versions available include KJV, ASV, Reina-Valera.  Also look for our Bible Dictionary to help with your bible study.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,258/icon/S/icon-48.png,258/icon/icon-48.png
245,"Bible Dictionary",Ovlite,Books,45015,com.ovlite.dictionary_0.2.13_all.ipk,"The Bible Dictionary is an application which defines biblical terms starting from A going to zuzims. The biblical terms include people, places, phrases etc...",Yes,Yes,No,No,Yes,Yes,No,No,No,245/icon/S/icon_0_2_13.png,245/icon/icon_0_2_13.png
9029,"Bible In Italian","Mobifusion Inc.",Books,103926,com.mobifusion.mobirdr.bibleinitalian_1.1.0_all.ipk,"Enjoy studying the Old and New Testament of the Holy Bible, all in your native Italian language. Read the verses on your daily commute or in a quiet moment of reflection at home. Enjoy the blessings o",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9029/icon/S/icon_1_1_0.png,9029/icon/icon_1_1_0.png
1009,"Bible Reader Dictionary","webOZ Mobile Apps",Reference,42627,com.webozapps.biblereader-dictionary_1.2.0_all.ipk,"Bible Reader Dictionary is the perfect compliment to any of the Bible Reader editions of the Bible including the KJV & ASV available through the app catalog.

- Based on the Easton's Bible Dictionary",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1009/icon/S/icon_1_2_0.png,1009/icon/icon_1_2_0.png
3193,"Bible Reader Plus","Eclectic Design Studio",Books,72756,com.eclecticdesignstudio.biblereaderplus_1.6.5_all.ipk,"Bible Reader makes it simple to listen to 11 audio Bibles or read more than 100 translations. The intuitive navigation makes it easy to access new chapters, recent chapters, favorite verses or to shar",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3193/icon/S/icon_1_6_4.png,3193/icon/icon_1_6_4.png
270,"Bible Trivia","Europa Pictures",Games,14670,com.amazing.bibletrivia_1.1.0_all.ipk,"Bible Trivia blesses the Palm Pre with faith-based, super-charged categories, including Books, People, Time Lines, Prophets, Revelation, Life of Jesus, World, Statistics and New Testament!

Take the B",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,270/icon/S/BibleTriviaPre48.png,270/icon/BibleTriviaPre48.png
1000754,"BibleZ HD Pro",zefanjas,Books,53494,de.zefanjas.biblezhdpro_1.2.0_all.ipk,"BibleZ HD Pro is an easy-to-use offline bible study app for the HP TouchPad! It is based on the SWORD Project developed by the CrossWire Bible Society.

There are many bible and commentary modules available for offline reading in more than 60 languages. You can read or compare two bibles at once in the split view or open a commentary. Footnotes, book introductions, cross references and Strong's Numbers will help you to study the bible. Organize your bookmarks and notes with tags or categorize them in folders. If you like to highlight a verse - just do it. 

BibleZ HD Pro",No,No,No,No,No,Yes,Yes,No,No,1000754/icon/S/icon_1_0_0.png,1000754/icon/icon_1_0_0.png
6721,"BibleZ Pro",zefanjas,Productivity,53494,de.zefanjas.biblezpro_1.1.2_all.ipk,"BibleZ Pro is an easy to use and full-featured Bible App for your webOS device. The aim of BibleZ Pro is to offer you a great bible reading expericene. The following features are included:

- many bible modules in different languages
- english & german commentaries
- over 15.000 cross-references
- section headings
- add study notes, bookmarks and highlights to a verse
- parallel view - read two modules at once
- full-text search
- backup & restore your notes, bookmarks and highlights
- copy & share your favourite verses with your friends
- many more

Enjoy reading your bible the webOS way!

If you have any problems or questions -",Yes,Yes,Yes,No,Yes,Yes,No,No,No,6721/icon/S/icon_1_1_2.png,6721/icon/icon_1_1_2.png
